t,ax,ay,yawRate,steer
13294,-4.0444,2.5262,179.2378,4002
13348,-4.2100,2.2953,201.9207,4002
13403,-4.2821,2.1149,211.1585,4004
13456,-3.8341,2.3911,225.9756,4004
13510,-3.8253,1.9200,238.6280,4004
13564,-4.3186,1.6256,248.0488,4002
13619,-4.8579,1.5523,258.6585,4004
13672,-4.9699,1.8998,268.9329,4002
13726,-4.8747,1.5768,280.7012,4004
13780,-4.5912,1.7355,281.3415,4004
13834,-4.8112,1.8203,297.0732,4002
13888,-4.8900,1.7364,298.2622,4004
13942,-4.7557,1.3795,302.0427,4002
13997,-4.5922,2.0182,297.3781,4002
14050,-4.3355,2.1552,301.7683,4004
14104,-3.4282,1.8304,301.4024,4002
14158,-4.0407,1.5027,300.4573,4002
14212,-5.2748,1.6484,297.1342,4002
14266,-5.0995,1.4969,293.1403,4004
14320,-5.8872,1.2698,288.5671,4002
14374,-5.4314,1.2241,294.9390,4002
14428,-4.4021,1.7272,290.2134,4004
14482,-4.0508,2.1695,288.5976,4004
14536,-4.1006,2.3533,288.8110,4004
14589,-3.5903,2.5918,303.4756,4002
14644,-3.4622,2.9196,298.6890,4004
14698,-2.8497,2.7465,307.5915,4002
14752,-2.7251,2.7742,307.6829,4002
14806,-2.8643,2.8682,307.3171,3912
14860,-2.7267,2.9209,314.8171,3562
14914,-2.9298,3.6736,324.2073,3454
14968,-2.5694,3.6586,306.7988,3436
15022,-2.7192,3.6059,294.0244,3372
15076,-2.8304,3.6542,276.8598,3348
15130,-1.6926,3.4352,267.2256,3452
15183,-1.4465,3.3683,248.5976,3506
15238,-1.9300,2.8574,239.8476,3500
15292,-3.0035,2.5029,236.7683,3466
15346,-2.6456,2.5300,210.8842,3452
15399,-2.6499,2.9299,214.9390,3448
15454,-3.0819,2.5944,197.3780,3446
15508,-2.9233,2.7521,202.0732,3440
15561,-3.1192,2.8443,192.0732,3374
15616,-3.6522,2.7394,186.2805,3372
15670,-3.2368,2.6670,185.4878,3388
15724,-3.5558,2.7197,171.6463,3458
15777,-3.5030,2.6565,165.4573,3600
15832,-3.1242,2.1707,160.1219,3726
15886,-3.4690,2.4917,165.9146,3812
15939,-3.7185,2.9281,160.6098,3882
15993,-3.8765,2.9257,173.7500,3930
16048,-3.6380,2.5460,180.2439,3998
16102,-3.8240,1.8591,194.5122,4016
16155,-3.7449,1.7760,203.5671,4004
16209,-3.4374,1.7254,214.7866,4004
16264,-3.7636,1.3214,227.7134,4002
16317,-4.5714,1.1218,239.8780,4002
16371,-4.8562,0.5143,245.9451,4004
16425,-4.2805,0.7084,245.5488,4002
16480,-4.0761,1.0862,242.7744,4004
16533,-3.8814,1.5939,246.3415,4004
16587,-3.4317,1.5356,265.0305,4004
16642,-3.3291,1.6317,272.5000,4004
16695,-3.9796,1.5381,278.7500,4002
16749,-4.2448,1.3454,283.6585,4002
16803,-4.3865,1.4450,287.0122,4004
16858,-4.1389,1.3236,291.5549,4004
16911,-4.3809,1.5593,298.5671,4002
16965,-4.2234,1.0248,305.5183,4002
17019,-4.4657,1.1804,304.1464,4004
17073,-4.7859,1.6750,304.2073,4004
17127,-4.3742,1.7667,307.8354,4002
17181,-4.7702,1.1150,311.4329,4002
17235,-4.8978,0.8125,307.7134,4002
17289,-4.7021,1.1715,309.0549,4002
17343,-4.9895,1.0703,312.1647,4002
17397,-4.2856,1.4270,307.0122,4004
17451,-3.9509,1.5405,307.6524,4004
17505,-3.8952,1.6729,308.5366,4002
17559,-4.7016,2.0762,306.8293,4002
17613,-4.5897,2.0096,308.3537,3832
17667,-4.3067,2.0266,318.0183,3556
17721,-4.2958,2.5469,298.7195,3466
17775,-3.8379,2.6868,304.9695,3452
17829,-4.1539,2.9558,281.3415,3402
17883,-3.8724,2.9134,273.5976,3400
17937,-3.2521,3.3722,244.4817,3380
17991,-3.0628,3.4342,232.2866,3354
18044,-3.0071,2.9696,226.6159,3324
18099,-2.9894,2.4111,227.2866,3288
18153,-2.9637,2.2621,216.4634,3296
18207,-3.3756,2.1736,201.2500,3284
18260,-3.0041,2.4744,198.7805,3280
18315,-3.9892,2.8050,183.5976,3262
18369,-3.7650,3.0854,182.6829,3254
18422,-3.5679,2.6560,165.2744,3236
18477,-4.3919,2.8780,161.7988,3238
18531,-5.2847,3.0346,153.5976,3272
18585,-5.7170,2.8615,146.6768,3260
18638,-5.5284,3.0170,140.1219,3260
18693,-4.5372,2.7814,132.6219,3256
18747,-3.8146,3.0372,131.0671,3268
18800,-3.3203,2.7204,130.3963,3276
18854,-3.2476,2.8635,127.1342,3316
18909,-3.9723,2.4656,130.1524,3350
18963,-5.0908,2.1999,136.0671,3356
19016,-5.3143,2.3197,130.4268,3362
19070,-4.3937,2.6406,128.4146,3380
19125,-4.3596,2.2417,122.8964,3434
19178,-4.9189,2.3876,126.1890,3568
19232,-4.9354,1.6300,123.6281,3776
19287,-4.8744,1.8896,128.5061,3918
19340,-4.6173,1.8196,144.7866,4016
19394,-4.8651,1.9254,156.0061,4002
19448,-5.0839,2.1748,174.3598,4002
19503,-4.2089,2.0707,195.7012,4004
19556,-4.5925,1.1710,211.4329,4002
19610,-4.7930,1.1231,232.7744,4002
19664,-4.9123,1.3553,239.2683,4002
19718,-4.9981,0.5345,269.7256,4002
19772,-5.1089,0.6326,287.1647,4004
19826,-5.1348,0.7589,301.0976,4002
19880,-4.8175,1.1017,302.3781,4002
19934,-4.6800,1.3167,306.0061,4002
19988,-3.7861,1.5374,292.3781,4004
20042,-3.5595,1.9449,285.8232,4002
20097,-3.5443,2.5466,271.4939,3960
20150,-3.6696,2.1608,275.8232,3626
20204,-3.6616,2.1898,277.1647,3530
20258,-3.3023,2.7176,264.2073,3504
20312,-3.2907,3.3300,236.0061,3444
20366,-1.4105,3.6974,235.8232,3426
20420,-1.8816,3.5766,226.4939,3422
20474,-2.3557,3.1074,219.8780,3414
20528,-2.2868,3.1807,199.7256,3396
20582,-2.9906,3.1268,177.2561,3396
20636,-4.2025,2.7734,174.1159,3430
20689,-4.2891,2.8254,163.8719,3418
20744,-4.1921,2.6267,168.3842,3438
20798,-4.0413,2.4820,148.0793,3456
20852,-4.1740,2.5171,140.9451,3488
20905,-4.3174,2.9867,147.6524,3476
20960,-3.6445,2.8835,149.9695,3536
21014,-4.2233,2.7550,155.2134,3764
21067,-4.7601,2.3745,148.1098,4002
21122,-4.9726,1.9810,159.4817,4004
21176,-4.7189,2.0890,176.2500,4004
21230,-4.8171,2.0241,194.4207,4002
21283,-5.0551,1.2774,221.6463,4004
21338,-5.0970,0.9860,232.5915,4004
21392,-5.8532,1.0230,244.6951,4002
21445,-5.7987,0.6963,255.7317,4002
21499,-5.7681,0.6647,262.3171,4004
21554,-5.7479,0.8119,279.2378,4002
21608,-5.6901,0.3962,289.0854,4004
21661,-5.4183,0.0910,294.8781,4002
21715,-5.8319,0.4037,305.9147,4002
21770,-5.1870,0.4771,311.9512,4002
21823,-4.7304,1.4088,301.3720,4008
21877,-4.1583,1.7950,311.5854,4004
21932,-3.9659,2.1145,303.2927,4002
21986,-3.7287,2.7767,299.3598,4002
22039,-3.0979,2.7567,289.4208,4002
22093,-2.8178,2.0828,230.0000,4004
22147,-2.7479,1.6518,169.2073,4002
22201,-2.4119,1.3382,105.7317,4016
22255,-2.1627,1.0548,43.7805,3716
22309,-2.0773,0.7366,1.4634,2992
22363,-1.5120,0.9584,-6.6768,2638
22417,-1.1560,0.8386,-18.7195,2410
22471,-1.2154,0.6306,-6.4024,2304
22524,-0.9537,0.6386,-6.3415,2190
22579,-0.7797,0.6301,-7.8659,2088
22633,-0.6803,0.7090,-4.8476,1988
22686,-0.5681,0.7367,-2.2866,1968
22740,-0.4583,0.7608,-0.6402,1968
22795,-0.4079,0.7786,1.0671,1968
22849,-0.2822,0.7872,0.4878,1968
22902,-0.2253,0.7897,0.3963,1968
