t,ax,ay,yawRate,steer
4558,1.3228,0.6820,-54.4207,2406,
4613,1.6462,0.8985,-50.6098,2410,
4666,1.4027,1.1392,-48.9634,2402,
4720,1.1566,1.2202,-51.4634,2434,
4774,0.9325,1.3161,-51.2500,2516,
4828,0.5545,1.3354,-50.7317,2816,
4882,0.1850,1.2101,-43.4451,2984,
4936,-0.0881,0.9992,-24.2683,3114,
4990,-0.4377,0.9215,-2.2256,3256,
5044,-0.5154,0.9804,12.1646,3468,
5098,-0.6761,0.5617,27.9573,3614,
5152,-0.7961,0.4043,48.2317,3690,
5206,-1.0023,0.1559,63.1098,3742,
5260,-1.0762,0.0126,65.8232,3778,
5314,-1.0530,-0.0617,69.2683,3844,
5367,-1.1263,-0.4138,60.4573,3938,
5422,-1.2104,-0.5996,63.7195,3978,
5476,-1.2571,-0.6013,68.1707,3980,
5530,-1.4759,-0.4432,71.0976,3980,
5583,-1.5197,-0.0491,79.3598,3964,
5638,-2.0509,0.2121,89.2683,3938,
5692,-2.2124,0.4038,109.3293,3916,
5746,-2.4887,0.5917,113.2622,3914,
5799,-3.1110,0.6754,115.9146,3820,
5854,-3.3109,0.8195,130.9146,3522,
5908,-3.2516,1.1933,131.4634,3160,
5961,-2.7066,1.7519,98.6585,2984,
6016,-2.4636,1.7755,58.8720,2690,
6070,-1.9278,2.4274,13.9329,2490,
6124,-1.6165,2.6817,-14.8171,2354,
6177,-0.3001,3.0030,-45.2744,2288,
6232,0.2541,3.1599,-70.3354,2302,
6286,0.5256,2.9656,-97.5915,2340,
6340,1.0779,2.9255,-112.1037,2506,
6393,1.7903,2.9227,-127.5000,2964,
6448,1.2369,2.8429,-127.2866,2982,
6502,0.6816,2.8556,-90.0305,2998,
6555,1.0375,2.9084,-51.5854,2984,
6609,0.5849,2.7428,-38.6585,2982,
6663,1.4763,2.4835,-27.4085,2992,
6717,1.2558,1.1469,-15.6098,2992,
6771,0.9697,0.7356,-2.8963,2980,
6824,0.7666,0.0344,0.9451,2980,
6879,1.0529,-0.7003,4.7561,2992,
6933,1.3834,-0.7532,11.2805,2978,
6987,1.4615,-1.0316,13.2927,2978,
7041,1.2999,-1.2376,13.2927,2992,
7095,1.3680,-1.2683,10.0915,2990,
7149,1.1844,-1.3536,8.7805,2978,
7203,0.8972,-1.2912,10.9756,2952,
7257,0.8734,-1.2336,10.0610,2408,
7311,0.9171,-1.0228,6.1585,1992,
7365,1.2781,-0.6526,-21.7988,1968,
7418,1.8509,-0.4732,-44.6341,1968,
7473,1.8983,-0.4059,-68.2317,1968,
7527,1.7508,-0.4023,-70.0000,1968,
7581,1.4845,-0.2916,-65.6707,1968,
7635,1.1469,-0.1083,-64.1768,1968,
7689,0.9841,-0.2006,-59.9390,2030,
7743,0.8897,-0.0078,-55.6098,2126,
7797,0.7984,0.1547,-50.6402,2128,
7851,0.5396,0.2731,-41.2500,2108,
7905,0.5667,0.2750,-41.8293,2062,
7959,0.5362,0.3455,-37.8659,1980,
8013,0.6421,0.3549,-41.0976,1980,
8067,0.5199,0.3773,-41.1585,1988,
8121,0.5088,0.3306,-37.5915,1978,
8175,0.4042,0.4038,-33.9329,1978,
8228,0.0892,0.3264,-31.5549,1996,
8283,0.3227,0.3842,-28.3537,2094,
8337,0.2505,0.3715,-26.4024,2684,
8391,0.1133,0.3690,-17.6220,3286,
8444,-0.1076,0.3388,-4.0244,3778,
8499,-0.3073,0.3390,4.1463,3932,
8553,-0.3737,0.4326,9.9085,4002,
8606,-0.4484,0.3619,16.4329,4002,
8660,-0.5076,0.3680,21.5549,4002,
8715,-0.5450,0.3136,23.3232,4002,
8768,-0.5317,0.4027,18.0488,4004,
8822,-0.5475,0.1521,11.7988,4002,
8877,-0.4217,0.1351,7.1341,4002,
8931,-0.1884,-0.0159,0.9146,4004,
8984,-0.3231,0.1941,-4.4512,4002,
9038,-0.4156,0.3392,-2.9573,4004,
9093,-0.4890,0.4787,-2.9573,4002,
9147,-0.5488,0.5903,-1.8902,4002,
9200,-0.6109,0.7092,-1.2805,4004,
9254,-1.9066,2.5742,-17.1341,3998,
9309,-1.9170,2.6934,46.0061,3982,
9362,-2.6631,3.1416,70.8537,3980,
9416,-3.3190,3.0457,98.1402,3978,
9470,-3.3754,2.8125,122.3171,3960,
9525,-3.9419,2.7159,135.0000,3942,
9578,-4.4182,2.7191,144.5427,3876,
9632,-4.8059,2.5363,164.9695,3652,
9687,-4.7526,2.2833,175.0305,3400,
9741,-4.9345,1.6011,173.9634,3230,
9794,-4.2895,1.6304,165.5183,3084,
9848,-4.0737,0.8724,146.8293,3000,
9902,-3.0488,0.1085,135.5488,3012,
9956,-3.2387,-0.6171,130.7012,2992,
10010,-3.4179,-1.1090,131.4024,2980,
10063,-3.3769,-1.3129,130.1829,2992,
10118,-3.0329,-1.4348,127.8354,2992,
10172,-2.9655,-1.5324,116.7683,2980,
10226,-2.7780,-1.4308,104.4207,2978,
10279,-2.5777,-1.6264,86.6768,2992,
10334,-2.3734,-1.5582,65.5183,2992,
